region,slope,ndvi.index.l,ndvi.index.u
N,0.00166868061820984,0.88342512504585,0.730580415125564
N,0.00167422584577439,0.879587720406036,0.728606715400075
N,0.00165554448582409,0.882335180123481,0.729107200702936
N,0.00166281802716904,0.886841609338887,0.730442260601729
N,0.00166303331776258,0.878080495592908,0.730174200851183
N,0.00168561560110238,0.885112204162219,0.72979724429789
N,0.00167141584068596,0.882115135630606,0.730345807190458
N,0.00167986253885663,0.883800521919519,0.727541695436132
N,0.00166412297579884,0.885091403883432,0.730089337655614
N,0.00166958312975547,0.879315388013588,0.728426995612177
N,0.0016607175045338,0.879300035600666,0.728682912282914
N,0.00167738988521757,0.882178850682496,0.727539016212437
N,0.00169666355913761,0.878633771248476,0.726032776412864
N,0.00165447467339336,0.882303819650132,0.730443937520372
N,0.00167368998946562,0.87337386387083,0.727640627218288
N,0.00166084479044775,0.881000620306681,0.730376406341643
N,0.00167133186362324,0.879420928996227,0.728547693249607
N,0.00165866184735193,0.879504244655064,0.731301704139328
N,0.00166044308512957,0.88298197337811,0.730182836281433
N,0.00169657332723278,0.880830385221737,0.727556651783601
N,0.00168576750903059,0.883299527250217,0.728639569069809
N,0.00166143668586827,0.881347945877267,0.730676917823592
N,0.00167884210767334,0.882994232708167,0.727987845729175
N,0.00167681927227701,0.885124728763243,0.72865260743387
N,0.00166608065890054,0.879667626235978,0.729839757845366
N,0.00165010074430414,0.878027355913893,0.73037984477013
N,0.00168849369122835,0.880566496726159,0.726926451948883
N,0.00169082636687346,0.883455624891047,0.727710382383549
N,0.00167643773687025,0.87859850586942,0.727019903009352
N,0.00167686437461681,0.8828277928409,0.729334774679868
N,0.001682920389804,0.882993860892321,0.727402842629159
N,0.00166304154962514,0.881352682837308,0.727804877650139
N,0.00166220639818892,0.885852875247096,0.730675988775179
N,0.00167644679027337,0.885862091337105,0.72931768808395
N,0.00168842467353731,0.887657971406935,0.727882533411302
N,0.00166287649534535,0.882199975485448,0.730442288110611
N,0.00168232176243633,0.883614686314819,0.727017115659903
N,0.00168269721328134,0.883571175676962,0.728004579471995
N,0.00165767444667853,0.882125108926101,0.730882166374391
N,0.0016545251409289,0.885254840599838,0.731120904700482
N,0.00166657084836015,0.881116633064803,0.728893567129622
N,0.00168751174554655,0.886806122702385,0.72875227449178
N,0.00167858648136824,0.884140799274869,0.728272377399631
N,0.00165971835616734,0.88707711609366,0.731064994753512
N,0.00167787300014179,0.881286549926323,0.729574337327801
N,0.00168326352569792,0.878398665040047,0.727856398611059
N,0.00171032030013058,0.884482803632859,0.726533012279512
N,0.00166835617551817,0.882712824370631,0.72986266249695
N,0.00168972929958571,0.8774800939352,0.728373828867153
N,0.00168726705651279,0.881911703392772,0.727919068109509
N,0.00165620839190518,0.880683856220052,0.729608375624766
N,0.00170630164251565,0.885330016151084,0.728244734456382
N,0.00168898719236851,0.885635874471838,0.728866057166817
N,0.00166851543777773,0.885418888784179,0.729594887779261
N,0.00170459614584049,0.884106944026168,0.72759588325204
N,0.00167295379864685,0.882811049970594,0.72985862008139
N,0.00166295785505155,0.881972864317441,0.730030698911294
N,0.00168317976865236,0.881607940518616,0.728030852191442
N,0.00166353533511773,0.881852727743068,0.729379080746554
N,0.00167052194895911,0.880394168287318,0.728775106286091
N,0.00168059639907056,0.884391669570246,0.729741031144259
N,0.00167311132634757,0.877820712252338,0.728511211723069
N,0.00167912174516016,0.888261365107466,0.728323890653066
N,0.00167309972283608,0.87987019346246,0.729022017375612
N,0.00165517279282923,0.882014900946118,0.730345909911494
N,0.00169178591902297,0.879516911538528,0.725771502570264
N,0.00167726898022192,0.880199946803959,0.727468003280269
N,0.00168016038377899,0.880449862876963,0.730626818882086
N,0.00166247421404055,0.88353244806528,0.729848795492461
N,0.00168430920939851,0.88049437664739,0.726649985778143
N,0.00164762688692593,0.879816969438749,0.73160685627247
N,0.00164323688531038,0.883666145654506,0.731534346222896
N,0.00166401405191072,0.882781350495612,0.728010234675367
N,0.00165856223298222,0.891196734050425,0.731655778366275
N,0.00167456051537551,0.884304638273504,0.730797863477425
N,0.00168978352532412,0.87916174043316,0.727515937039456
N,0.00167588138148871,0.884641824165155,0.729835705910095
N,0.00168531580491516,0.875589220317695,0.727847629012123
N,0.00167512755507791,0.881514753254506,0.729727354892989
N,0.00168472549452779,0.882358553346703,0.727347532902184
N,0.00164135621223198,0.883807639018466,0.730916714330915
N,0.00168560349547107,0.879506600537001,0.726966699539522
N,0.00167174853070889,0.882590485228317,0.729799438319728
N,0.00168989342203092,0.880195998130376,0.726554180518851
N,0.00168364775214761,0.883020444396196,0.727681330513733
N,0.00168496117731234,0.882373937787786,0.726710186775071
N,0.00167234396820934,0.878795325541591,0.728340653739148
N,0.00163259153465093,0.877942666157732,0.732307844361224
N,0.00168412470478896,0.88095553102839,0.72918299833576
N,0.00166974845774772,0.881993370478305,0.729028132310838
N,0.0016904239777125,0.88163475981578,0.728884695433794
N,0.00167835780537915,0.885304419068887,0.72762196135302
N,0.00167558122807765,0.885783193684872,0.730194611204627
N,0.00166829731507116,0.878438931754252,0.72910928514452
N,0.00169419778934855,0.878930751565964,0.726872312525663
N,0.00165585854586066,0.878329756350743,0.731555399749173
N,0.00168861750059032,0.881297319052478,0.728394471453168
N,0.00167409920782488,0.878554089039431,0.727400537201292
N,0.00169082240287064,0.883226744315893,0.726595881618862
N,0.0016762289150159,0.887305144445652,0.728620266159448
N,0.00164583519141895,0.884075209887104,0.729801750111968
N,0.00166314140732585,0.879798756967883,0.728763834787045
N,0.00168096781023632,0.889225337219299,0.728950052022678
N,0.00164719692956947,0.876903903958385,0.732434872700087
N,0.00167885382345277,0.881892362908737,0.726513458273961
N,0.00167126304274438,0.88411493444436,0.728576832635027
N,0.00167479775297388,0.883510738579099,0.729468517897784
N,0.00169365110852555,0.882022566213311,0.726274625370804
N,0.00168389067670748,0.886595410942538,0.731209634546964
N,0.00164506842349945,0.884250317368093,0.73077888798524
N,0.00165633842459035,0.879888167598264,0.730573439072532
N,0.00168419455435375,0.879978377295307,0.727795371780041
N,0.00165619383936729,0.882211630893933,0.728930734127418
N,0.00169413786626665,0.883580068144251,0.726741976894121
N,0.00163401914503887,0.885911077000628,0.732229901908321
N,0.00167659489530895,0.879965089568039,0.729739084645785
N,0.00168663047901963,0.884224408505706,0.730309314502301
N,0.00169704051361946,0.88462694175157,0.725689889207891
N,0.00165652502958516,0.879558331621363,0.73044723259969
N,0.00166332604541985,0.884934177574272,0.729272425486045
N,0.00166082617056186,0.877757725380741,0.730289328719812
N,0.00165429635232947,0.879102977444049,0.73019251468539
N,0.00169338592154175,0.888256067874773,0.728286138054593
N,0.00165586091971463,0.88038266226701,0.72797183284015
N,0.00167804133766315,0.881095024941686,0.72971307157747
N,0.00166617401003515,0.881575168161064,0.729543374362957
N,0.00165649623841281,0.880254116545282,0.73075686809157
N,0.00168274664843662,0.882837290861359,0.728668095132109
N,0.00165660979661705,0.884955923741784,0.731410476532729
N,0.00168034070646456,0.885101152213118,0.728997315539671
N,0.00167765663091085,0.88425801101246,0.728400745856117
N,0.00168410724722296,0.885433475981164,0.730662766447091
N,0.0016564013384118,0.882013862721843,0.731534575469163
N,0.00168757385414926,0.882802271925297,0.727924396413851
N,0.00170652833917627,0.882848636884005,0.727535041141426
N,0.00167385014311838,0.882936662361597,0.729160149276571
N,0.00167915490080495,0.878203976582817,0.728619809960542
N,0.00163739274406065,0.88294481726247,0.731116062384505
N,0.00167268051547443,0.882444979770488,0.728618191120143
N,0.00167966978060367,0.885849566932876,0.728594185596871
N,0.00168362869878948,0.881836155330473,0.727579398670048
N,0.00168164530533832,0.882436610780236,0.727337673428926
N,0.00167760574461429,0.879283133527034,0.727640329004617
N,0.00166741276694013,0.886558302067362,0.729746438017453
N,0.00169556970134623,0.879613749151988,0.726240434129706
N,0.0016699808383101,0.881898359077039,0.730108621540037
N,0.0016616674162536,0.880976818647493,0.730370731932295
N,0.00165052402626992,0.883622628343479,0.729105721536828
N,0.00166435458517447,0.880030659244651,0.728623626661597
N,0.00167613563709654,0.882507809879524,0.728956428455813
N,0.00166822575086339,0.881864209540334,0.72676201187186
N,0.00169068451812813,0.886364291726518,0.726819945392432
N,0.00165980316297762,0.884514314619331,0.729859886603855
N,0.00167504443438844,0.878560916594262,0.728501110862358
N,0.00166297707304544,0.883757073838196,0.729515745278354
N,0.00169024097492197,0.881656307692507,0.727863096052436
N,0.00166407291087968,0.880368767234673,0.729481352087831
N,0.00166713234753005,0.879451184112204,0.72941442853843
N,0.00168311947829044,0.882216533369084,0.729104779200859
N,0.0016679652143375,0.883320119538718,0.729849475278961
N,0.00167699278427907,0.883391488405804,0.729711133969464
N,0.00167366020490814,0.877852677432159,0.729093219156738
N,0.00166884807804918,0.884972941423258,0.73026761008736
N,0.00166540853504785,0.880421866728371,0.728923517630708
N,0.0017026013090214,0.885107969330119,0.727538800398242
N,0.00167148538361282,0.877438925414232,0.728078494025105
N,0.0016852068382913,0.87934025073732,0.726709898350216
N,0.00167682455974281,0.883326860036896,0.728584961208814
N,0.00169034150709752,0.880044065116023,0.72793406427593
N,0.00166517535535534,0.884629039870871,0.730084582144808
N,0.0016621945996361,0.87935964543612,0.729595507571218
N,0.0016724162794518,0.88792704133122,0.728247120913014
N,0.00167793197855786,0.881541749670729,0.72808864596234
N,0.00166623114706528,0.878453806491103,0.728460276732266
N,0.00170587953880271,0.882313432561746,0.726253491316657
N,0.00168112587406559,0.88204865226096,0.726921854260328
N,0.00168592488767029,0.886022742583626,0.728295738513008
N,0.00166357427218522,0.881758804927748,0.729337823025871
N,0.00169621080959956,0.882680416564685,0.725879329248548
N,0.0016671419334366,0.884270200612547,0.729871932141263
N,0.00168073784923326,0.887233939664451,0.729185666011213
N,0.00167463115305779,0.884691132279607,0.729252763522604
N,0.00168422332472064,0.884434951862995,0.726601343237171
N,0.00165699009545162,0.882904983394932,0.73093527811492
N,0.00169151485258033,0.885362119107086,0.729189825790153
N,0.00167400644579291,0.878805409027966,0.728291052870545
N,0.00169596716888813,0.880395948758202,0.726530215927466
N,0.00166742945963183,0.882522316600198,0.729522908373692
N,0.00167710276138753,0.883501164189266,0.728081039243055
N,0.00169026778155954,0.87819692906276,0.727272749626114
N,0.00167682663985782,0.881656239195712,0.72947206414116
N,0.00165213447356817,0.882216954784748,0.730751858408761
N,0.00169463570728402,0.884486987095436,0.72847773088662
N,0.00167143926737252,0.883435637670698,0.7293857404223
N,0.00168136874420425,0.880436537727365,0.728091806572699
N,0.00167794813843837,0.88605739139614,0.729710314894633
N,0.00165167594303666,0.887466263684034,0.730647149065461
N,0.00167608660131104,0.885348649997844,0.728428568207243
N,0.0016781238842504,0.885891461947857,0.730371532793559
N,0.00166674669576367,0.879459879586646,0.728980797121233
N,0.00166891530547148,0.876549498436184,0.727411324804995
N,0.0016579309836796,0.884480058888378,0.731146403779542
N,0.00167858845154968,0.888007486331229,0.730137720294355
N,0.00165736850439718,0.882102825609387,0.730015984444036
N,0.00167352516013769,0.876835750627958,0.729015536783151
N,0.00170630128019021,0.88345763190131,0.727072105377346
N,0.00168536700867811,0.878306122590379,0.725891991641324
N,0.0016739229436655,0.88168235080026,0.727168327676229
N,0.00166885868685852,0.88110060202163,0.72970541245318
N,0.00168664090245046,0.881872298981737,0.725595592220381
N,0.00168078151698239,0.886064995469666,0.72926512132729
N,0.00165944203725576,0.885804541642194,0.730308660827068
N,0.0016865540825592,0.884516300328569,0.727478917305136
N,0.00170874413894773,0.880314594586059,0.726376273664228
N,0.00167518008447053,0.883098375507775,0.729824799425282
N,0.00166342000969441,0.887901831994652,0.730673478157224
N,0.00166231049497812,0.881863623929049,0.731170820123918
N,0.00167032776830778,0.888823713775221,0.730502676522574
N,0.00167862483973042,0.885356210134589,0.729339846943793
N,0.00166667276490584,0.886344954497724,0.727601758621829
N,0.00169729974792166,0.881941690565634,0.727813423321545
N,0.00166136763896372,0.879132264476372,0.730227549175377
N,0.00165641422355292,0.885886135256395,0.730921204519787
N,0.00165427086249477,0.884699623683265,0.732069896295714
N,0.00168985917590646,0.876917003881379,0.726792781057374
N,0.00169476905395192,0.883282767860032,0.726506676450224
N,0.00168173996441495,0.878533851977894,0.728581633119791
N,0.00167724522924411,0.885130881631161,0.728425065744063
N,0.00168966164899584,0.887665556954033,0.727938538305011
N,0.00167506853319227,0.882774459114993,0.728364086095429
N,0.00168352685213208,0.880701284230826,0.728035136035273
N,0.00167720284633558,0.887416263561513,0.72771410364042
N,0.00168127188184584,0.880229960569976,0.726218651174539
N,0.00167395652262341,0.883729396641846,0.729939981175987
N,0.00166701949364962,0.882753510582874,0.728416225210772
N,0.00167204064349849,0.878077349517971,0.729176331159295
N,0.00168117018539643,0.885829236226882,0.72912004162142
N,0.00168224534184646,0.884995354887265,0.728890741550742
N,0.00166078134080229,0.882948898681649,0.730142580749233
N,0.00169023985443098,0.886244920633245,0.727693088993583
N,0.00168914470369374,0.885202665620843,0.727732505972926
N,0.0016591776531036,0.885909888150824,0.729729623207559
N,0.00167757806328078,0.883865490866443,0.729928276968
N,0.00167366932435566,0.880491943053055,0.727839806173046
N,0.00166726024904169,0.876621332035707,0.729988374960829
N,0.00167123867680506,0.885356254421264,0.727297282564544
N,0.00168521011920363,0.881640061676792,0.726980464488626
N,0.00169444419764196,0.885803000248122,0.729800108988954
N,0.0016769558249466,0.882525062460731,0.726716170924378
N,0.00168644725567806,0.88069919486847,0.725888599058341
N,0.00169710699026202,0.87895805268753,0.725682819929135
N,0.00167472078798566,0.884916094294941,0.728653571776516
N,0.0016774614969766,0.877857666639731,0.728100466490075
N,0.0016872857626956,0.878935758509655,0.727952551806053
N,0.0017025191090742,0.887727811423203,0.728480397225019
N,0.00165175197518502,0.880578850882892,0.730775277437427
N,0.00170161744855496,0.882629496308427,0.728982499919527
N,0.00166816897027518,0.883956846165648,0.728575078398455
N,0.00168069221685663,0.880047867793195,0.727996027207411
N,0.00166441484130418,0.880320538034163,0.729324456913336
N,0.00166916773143572,0.879099423476118,0.728639817498571
N,0.00167152798913686,0.888351191311974,0.728991474680828
N,0.00166005452061955,0.880667333357158,0.729693451774773
N,0.00170234202649392,0.877236796498058,0.725033691915493
N,0.00168709206454814,0.880497408732765,0.728840526951177
N,0.00166992682733218,0.884223757375487,0.729422987272228
N,0.0016545064675567,0.878884937769839,0.73045525932454
N,0.00168462717704802,0.879042550480399,0.728758622681805
N,0.00169755919400564,0.888659601242066,0.728167174285117
N,0.00168317698710929,0.882455854269391,0.729021267931148
N,0.00164925209719249,0.880484882499995,0.729180600151187
N,0.00164816474721975,0.882680090245391,0.730381958965975
N,0.00167871769527264,0.885632378268577,0.728343394680858
N,0.0016938637821934,0.881716321680773,0.727313475811222
N,0.00168016881660387,0.882588658020509,0.729198582800585
N,0.00165726347516858,0.881324767321553,0.731133748616575
N,0.00168174053222429,0.885472378253994,0.728897004024794
N,0.00167415199767524,0.885436346371344,0.727917083866741
N,0.00170608188749123,0.877556761294886,0.726925085356253
N,0.00168104249379741,0.881630051875406,0.728646023687267
N,0.0016795583634599,0.882701868884327,0.727382614239201
N,0.00168417826498232,0.882870490409294,0.72806812950758
N,0.00169479561363176,0.882856528446996,0.726949957713605
N,0.00168250420437671,0.882415320923848,0.730187098187968
N,0.00168878411306236,0.882953649686586,0.728073847517249
N,0.00166012832318869,0.884633933677559,0.730896843755362
N,0.00171078050974047,0.887507033122771,0.727941276691404
N,0.00165783084370542,0.876380484205026,0.729866259088096
N,0.00168554082317495,0.886692160820266,0.728300338961976
N,0.00166250154294537,0.883970285219722,0.729428937178658
N,0.00168648489734954,0.883568309522154,0.727229322593173
N,0.00166928449339281,0.881285834234575,0.728560048055117
N,0.00167642433811308,0.881355090589758,0.727475318878037
N,0.00167354167919551,0.877722039974632,0.728383216470851
N,0.00165824015158108,0.880116173648115,0.73123583267212
N,0.00167580120616522,0.880448564039996,0.727373896696923
N,0.001687470379398,0.884172011380678,0.72996722149652
N,0.00169286523216211,0.887280711052463,0.72910455779916
N,0.00165984742003326,0.881321652950237,0.730169722623338
N,0.00164573627210045,0.881182037074608,0.72888114553443
N,0.00168209573798595,0.882114836959451,0.728563644717364
N,0.00168558733701568,0.880881060609509,0.727503131304563
N,0.00167686897614646,0.879025529939245,0.7280851076066
N,0.00165879875603557,0.883556846647367,0.729845941851915
N,0.00167569233379643,0.883987125446222,0.728251957241505
N,0.00167660784433466,0.887846375542059,0.728211845995091
N,0.00165270816942708,0.879903277322804,0.729596484348167
N,0.00167529325519694,0.883528548892515,0.728846908395106
N,0.00165853362033064,0.884082932372307,0.729398615992865
N,0.00165177769427084,0.88628803921922,0.730403577760741
